yt_url,check_date,is_posted_in_date_range
https://www.youtube.com/channel/UCDmRdI7BwsXkDg8RiZrtxxw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCKxLXXUTY6bt9Dxuu-pJ4Yw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCmgt7ewcg_HscfA4ks7rGhg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCYZc_AIieAbxeC_hWysO7mQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCWCPCGi0sCBJkU9sKHyg14w,16-05-2024,No short Videos
https://www.youtube.com/channel/UC-gYg0JsAc0bC13CCtkEemA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCG89lOGERPtdfw26C2bhC6Q,16-05-2024,No short Videos
https://www.youtube.com/channel/UCJPKwEaRF5KTaHp2FPnQBvQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCRpXRTQF0LuJK8OqGZBVaDA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCvmVkGvEHoSjLxOy0moLszw,16-05-2024,No short Videos
https://www.youtube.com/channel/UC1fDnkN58T3H4vbDntZk4Jw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCpSCdYMV3240T-h3RugN1qA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCqJhCBsRUmfMkSo3IfSmgWQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCzCflTAaZA7FjwvkOh9cSig,16-05-2024,No short Videos
https://www.youtube.com/channel/UCeZZ5LAX3as-CPv-Bj3hPdQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCFayhUkM_PWKCU1ImcFv3Cw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCesY-UN9tgibpFJ-lw3y_1A,16-05-2024,No short Videos
https://www.youtube.com/channel/UCa9OXODEH6azPrc_OEBM-Ew,16-05-2024,No short Videos
https://www.youtube.com/channel/UCeG0ONJtjwE20ThR5iSYdsA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCqVYOAQ-d9iQT3ans8kuY2A,16-05-2024,No short Videos
https://www.youtube.com/channel/UCyqAMqF1eS8s3CDVYhZu6cg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCzgwmlYhN_QSZiZ0pOH9pBw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCY0yss5uYnri-r40LbWlUeg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCBFfQLR7J5jqAUpTOS-Ic1w,16-05-2024,No short Videos
https://www.youtube.com/channel/UCVtnn60S0JmJzNOjzR_f25w,16-05-2024,No short Videos
https://www.youtube.com/channel/UC2NPgORY2gsg0-JFBIbvaBQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCLQsWzHlo8w-ADzXtSjk_qQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCcbgN1riGZBWbuarYSzJ20Q,16-05-2024,No short Videos
https://www.youtube.com/channel/UCjyvXWWlijuhPH_gd0InDdA,16-05-2024,No short Videos
https://www.youtube.com/channel/UC98TOxKQk4aLcx0EjIK0LkQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCR3S4OTTmprj-RPbxr48wOA,16-05-2024,Banned
https://www.youtube.com/channel/UCXEKwWflysXu312NmIP_dlw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCoPVUbpRLrD31dqVOQhTbrA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCvnHnTrg6JkTEVJD7t_ksjA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCtlQ2IZbbnWMwyGq67D6BEA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCHe91XNzIUwZBo2lGeazfwA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCu6xxJRxG5fZzHt_yVOP92A,16-05-2024,No short Videos
https://www.youtube.com/channel/UCzay0uHEiaSsKmuGkCg-mSg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCVRX62RzBgAggYNQfZsi2Jw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCnOTemIK0FqCe2FHbr9mWFw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCJXLYDxiIgeb1L_CAcXdcTw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCsWQWNCGa6nn9JCoDaxdTUQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCj-durTg1W7uWsB8oq0u7kA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCAGUSx1hbPKDqzBZH7bTjiA,16-05-2024,No short Videos
https://www.youtube.com/channel/UC-uIpGINZDL-VIHQQzJW8jw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCCbLQtdzoIJB-Ah6_oWFsoA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCtt0Hg9MhraTkzWwNQpplHg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCXIE46_EepuxbMx0Jvw4RMw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCN-F1myCRkQ1kygS_QmlsPw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCkhyimXq3phfYMQIyCIfHIA,16-05-2024,No short Videos
https://www.youtube.com/channel/UC-Nfi7ln6pnjM9VySLvQ0KQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCrO7COrZpmaYX6Jzhin7v3Q,16-05-2024,No short Videos
https://www.youtube.com/channel/UCcmJmJVwglaOUJpaiJrhO_w,16-05-2024,No short Videos
https://www.youtube.com/channel/UCxedTJNaGRHiq6YfNtQVCNA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCEJxQy9s9tgwHkSeR6rM48A,16-05-2024,No short Videos
https://www.youtube.com/channel/UC2IIBYSTMSvJaK2UJzCC06g,16-05-2024,No short Videos
https://www.youtube.com/channel/UCc_JT4_cVivLjkZ-EcNULNA,16-05-2024,No short Videos
https://www.youtube.com/channel/UC7H4JJ8o0kwBnYdTavPGzgA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCKiFIPld4N2OjAuJ3co4HDw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCiimaHZhaYQqIj4RvME6XuQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCDFHdj0KvSoJ8id97zn3DOQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCY9eI5Q-T9IaAZ4kof17FeA,16-05-2024,No short Videos
https://www.youtube.com/channel/UC6wtGnl18_9GCns9IjL-a7A,16-05-2024,No short Videos
https://www.youtube.com/channel/UCSuUYEy9DrHFxzNt5gRL_zA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCJRFsGWvySjGfLjq53xdacQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCrNne0wx3c_baoP8hfmj4NQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCVihezVtsguXEouYvtKmKYA,16-05-2024,No short Videos
https://www.youtube.com/channel/UChujSwamapGTw6iO9RlRWqA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCTbRLBjn3NXVVQTBFjr390A,16-05-2024,No short Videos
https://www.youtube.com/channel/UCmJHtwNbypraJWj5vmP6gyQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCq2Ld6DYPkq_61vKvL7EFiw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCsomvq0tNOhYz4hpFwxW6yw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCPCbooqdM2t6XYTfl81orOg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCV5NIosHT4ykhN9tdke5dFQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCxvdCnvGODDyuvnELnLkQWw,16-05-2024,No short Videos
https://www.youtube.com/channel/UC1LlDNVZRhF2qEVlHsfKaIA,16-05-2024,No short Videos
https://www.youtube.com/channel/UChWlCHFdr2PyjRlpV80gfgA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCNK0-1KNIwowKzZu6tSjqsw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCFOixeB9gbedVi6uwnsfHMQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UC8BPPaTQsHIH3L0TGyKxjTw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCNZQH5gqyNf0gm8DkTRfkLA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCUgu7bYUlmdV7vr4wsaSuYg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCAw2WahIbrnJlryCh_bq56Q,16-05-2024,No short Videos
https://www.youtube.com/channel/UC-gQrUNu6L6Cudb4T1ioobA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCa3XfT_AccZCELBLC913oEg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCadE2juhJVkAMFVnGd-SnOw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCq3jFPxHMzqsqnquwStg84g,16-05-2024,No short Videos
https://www.youtube.com/channel/UCVQX41TCdRcGBQWLMfNUslg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCCLzY3-up1iP28PUx04tL4g,16-05-2024,No short Videos
https://www.youtube.com/channel/UC2E-9AQ-kwOFlvvXLfY6V8Q,16-05-2024,No short Videos
https://www.youtube.com/channel/UCJ6aeHvUhr_44yWcDc02SkA,16-05-2024,No short Videos
https://www.youtube.com/channel/UC3P7nGHneYdh3ZEjNxSJffw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCpCBP5cVIBvezPI1LKFMYjA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCQexEZeRwahADA7ZljTSuZQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCwIiyFphTd-eTeLBvh8riNw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCzxXBQnJy9guqVNM6KXi0Ig,16-05-2024,No short Videos
https://www.youtube.com/channel/UCJtYTtTSSD430X3VygOqxhg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCCMOTqp7fC3oAoZkqO46MpA,16-05-2024,No short Videos
https://www.youtube.com/channel/UC4qBREGSlrlzlnU98fz2odg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCghg-2QMAlVBJnXW0duMIlw,16-05-2024,No short Videos
https://www.youtube.com/channel/UC-0C8yVGJy-cS4FGlYKelWw,16-05-2024,No short Videos
https://www.youtube.com/channel/UC_0oo0GPlDUU88ubLDnJkSQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCONTlrUj5pVn7LammlleLJg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCcceLcT5T5kllCaInYzG2qg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCvW0_cDf_-xnReWLUK1efHw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCmVAoKoauj3nPIZ9hnC3yZQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UChUv89ElZt-SX3A0Heu8DcA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCrtaU1w8FSdz-PYwYrB2hKw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCz72_xt8dppeYW8AEI6Foeg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCAh2gAQmO8j1IUCOM3N6ktQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UC2gasvQVxOdRht9ykwhxwjw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCQOL6_MBCFXr3M9OTmwl9pg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCrIogbGwp6TE0MyYf66B43Q,16-05-2024,No short Videos
https://www.youtube.com/channel/UCUSSnoEQ8DSRK-gnWS0vfyA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCTHkCtAjSWRNkqBTQEGTB7A,16-05-2024,No short Videos
https://www.youtube.com/channel/UCK0dT0l5_Nz8p5fk2canALA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCItF1vZFLnFoui_VstMHHfQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCO5bdxKgKczSpjFbfsGykmA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCQ0E3ZnGWFYPzQ0VgrEovxQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UC1aBdmKvC6yAiq4xgPLOzKA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCWwK-ls7Cr4g_ctG15seTeQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCsM83Um82DvG4oRpK3gX2eg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCoki0B1g_yItdxRWRxe_syg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCTleh456GChX4bbmHXbkDwA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCNBsTdjXHBr9H2IHiZmABGg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCdL6zLzOiDJScnPV80oNIdA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCClS2Eilg9vgXFKHLtZg80w,16-05-2024,No short Videos
https://www.youtube.com/channel/UCj0zlqLYU9qc9i1AnyFyofQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCO0ZkvucVANLi2FSfdsd7Rg,16-05-2024,No short Videos
https://www.youtube.com/channel/UC66yQ1db9A_SGo8bOw400Zg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCqq-ovGE01ErlXakPihhKDA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCCWHOI_Xth7mINE98Nprz6A,16-05-2024,No short Videos
https://www.youtube.com/channel/UCIprIa_c--p-HuxSj25IZMA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCvkAHI5reUyuwV0y2oyhXcw,16-05-2024,No short Videos
https://www.youtube.com/channel/UColsB8cUIjrZxidEtMdDZUA,16-05-2024,No short Videos
https://www.youtube.com/channel/UC9G7V6-HU_Cg7-yWLO1rH6w,16-05-2024,No short Videos
https://www.youtube.com/channel/UCW5FEe1eiOAKzcnhmeI0Mzw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCKDkGnyeib7mcU7LdD3x0jQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCxDsmOAytp0iFvOaGMRwuNw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCUKkUigKgKVSUIPZSI9a8ag,16-05-2024,No short Videos
https://www.youtube.com/channel/UCzxE9AgEmkLqNs2XMtTXF1g,16-05-2024,No short Videos
https://www.youtube.com/channel/UCd-Ui_M4pAXhD1Xg8IyGebg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCYTfr5EL-LO3mXYktlq-_uQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCdm3jOfy5znmYwBVxYlhVdw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCCdcpCa4yiDcCPhFErd7TXA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCCLyzXUmo5FcOPucGz3YPtg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCFQ6hzMsVr3iZNrgth3E0_w,16-05-2024,No short Videos
https://www.youtube.com/channel/UCAPzvvLVqqXj68pKKzdOV9w,16-05-2024,No short Videos
https://www.youtube.com/channel/UCeipWuXRkOs4rTy0-bNZ8ag,16-05-2024,No short Videos
https://www.youtube.com/channel/UCoJBLhCHBDDQojO6mDXpvYA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCt2ovOiAlTc8pAihvOFarYA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCZ8Y67HhPwOFGlaPHVscfWA,16-05-2024,No short Videos
https://www.youtube.com/channel/UC2jkfOUD5KNbIpkb77-chqQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCEU3spVQMmXrU0Nqhw00Gpg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCO6HlZAqEB6pRHLyPq_TcZg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCIG4gr_wIy5CIlcFciUbIQw,16-05-2024,No short Videos
https://www.youtube.com/channel/UC5HpbZB-E-DzFpWZmVlcV9A,16-05-2024,No short Videos
https://www.youtube.com/channel/UCq4UnCu-5TmhWNQIrhKlv-g,16-05-2024,No short Videos
https://www.youtube.com/channel/UCGsJRpGI3iFpf0lIUIgbsBw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCA4ZUofyfHIk-qXlAQQV5Hg,16-05-2024,No short Videos
https://www.youtube.com/channel/UC-qSipf88NifyK3Q-gZ8JBw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCuN9yuqJWM6CeqqUKPFckhA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCJ_HWtS-gYoHyPLC0k-b1_Q,16-05-2024,Banned
https://www.youtube.com/channel/UCvDbAghwnoa8Andb2bSKXfw,16-05-2024,No short Videos
https://us.youtubers.me//1201d62a-0d5a-4406-a8e2-56b6f6bbff31/youtube,16-05-2024,No short Videos
https://www.youtube.com/channel/UC4_ATX866MeDBsRO120lrOg,16-05-2024,Banned
https://www.youtube.com/channel/UCySfMYT4uEqAnw6pJVjKrRQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCDQLgP4w-yZiEKIscZJ5edA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCH9K76PO6AXfh3R-xPYi5iA,16-05-2024,Banned
https://www.youtube.com/channel/UCv8vgtX21MjqkgWxYoXYIVg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCaH5KJOK9k4kxt4dKjSGE7A,16-05-2024,No short Videos
https://www.youtube.com/channel/UCKfFMnulgxbHyDPedK4V1cQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCv69pbN6_5UOV5OGxhH3bWg,16-05-2024,No short Videos
https://www.youtube.com/channel/UC_UuMa-c-HmCSeMOx33cjCg,16-05-2024,Banned
https://www.youtube.com/channel/UCcdIoGXMgihT5H7UbNArlXw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCqVUlvO_0s0MYZWI1P2TMPw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCaoqDZPllYXLAH_5OBRLLrw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCt2jWCd-eVVfTn-sCw6gmoA,16-05-2024,No short Videos
https://www.youtube.com/channel/UC5Z3hqlecfg5w-rMJFuxlMw,16-05-2024,Banned
https://www.youtube.com/channel/UCF5ISWf4XHlsmxNUX2p3HEA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCWunBeVPbztFbMlpE6k8RSA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCh4APio1T2hOasaRzzUEkBQ,16-05-2024,Banned
https://www.youtube.com/channel/UCeAEYjNRozsh-MHT10EUEVA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCax9ZOktDpBhjviuZmiIq-g,16-05-2024,Banned
https://www.youtube.com/channel/UCrzTDI-wev6gpi0zBzJkqQA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCIrYBqpgMidFLBQeeG0m0JQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCKitX3MzbFuVJHoRiYQwEpw,16-05-2024,No short Videos
https://www.youtube.com/channel/UCaPPXbObO5CI44EF84V6oeQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UC7sx1RF3mOdOaQdf7eWP8aA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCIMOytYIzaUpoAM2bpT4JZQ,16-05-2024,No short Videos
https://www.youtube.com/channel/UCTSPGY1ng7awtBjCqpFOemg,16-05-2024,No short Videos
https://www.youtube.com/channel/UCJUcB21q-_MDxquGxtmgTfw,16-05-2024,Banned
https://www.youtube.com/channel/UCXZx953K0FgkT3H2FaFAcew,16-05-2024,No short Videos
https://www.youtube.com/channel/UCSVJCqGT3xpWyNA1z6Jwn7Q,16-05-2024,No short Videos
https://www.youtube.com/channel/UC_0ewrZoD_1aw0mx72ISaGA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCix_zFh6ctgcndBaTqZQ6lA,16-05-2024,No short Videos
https://www.youtube.com/channel/UCnmwgGF8B9a3tP2D53V8dig,16-05-2024,No short Videos
https://www.youtube.com/channel/UC8cscgG12KkR7-cOitqYQcg,16-05-2024,No short Videos
